generation_id,strategy,stage,target_tg_c,target_window_c,candidate_smiles,candidate_ratios,source_context,generator_id,generation_time,prompt_id,prompt_text,prompt_hash,rag_query,rag_context_refs,rag_context_digest,principle_hypothesis,functional_group_plan,candidate_json,compatibility_reasons,predicted_tg_mean_c,predicted_tg_sigma_c,ood_penalty,pievo_round,selected_by_ids,harness_failure_reason,review_status,notes,required_fields_present,strategy_allowed,valid_smiles,ratio_ok,prediction_available,target_distance_c,target_ok,chemistry_ok,harness_pass,generation_reward,record_pass
functional_group_replacement_406a390a5101,functional_group_replacement,predicted,195.0,5.0,Cc1ccc(N=C=O)cc1N=C=O|Nc1ccc(C(F)(F)F)c(-c2ccc(N)cc2C(F)(F)F)c1,0.35000:0.65000,expanded_inventory_replacement_eval,trail/generation/vae_replacement_strategy.py,2026-06-06,functional_group_replacement_proposal_eval_bridge,"Generate an auditable SMP formulation with strategy=functional_group_replacement, target_tg_c=195, target_window_c=5; proposal must retain chemistry evidence and pass predictor/Harness before recommendation.",fd006f31928a4868,,trail/generation/generation_strategy_registry.yaml|reports/human_experiment_review_queue.md,proposal evaluation bridge; records scored replacement/local-search proposals after predictor and Harness.,preserve_complementary_reactive_pair,异氰酸酯-伯胺形成聚脲。,"{""chemistry_ok"": true, ""counterpart_compatibility_reason"": ""异氰酸酯-伯胺形成聚脲。"", ""feedback_constraint"": ""preserve_complementary_reactive_pair"", ""formula_id"": 0, ""harness_pass"": false, ""original_smiles"": ""Nc1ccc(-c2ccc(N)c(C(F)(F)F)c2)c(C(F)(F)F)c1"", ""proposal_index"": 0, ""replace_side"": ""a"", ""replacement_label"": ""library_222"", ""replacement_smiles"": ""Nc1ccc(C(F)(F)F)c(-c2ccc(N)cc2C(F)(F)F)c1"", ""replacement_source"": ""library"", ""replacement_tanimoto"": 0.5757575757575758, ""source_candidate_tg_c"": 194.99681974863265, ""source_row_index"": 0, ""source_target_distance_c"": 0.003180251367354, ""target_ok"": false}",异氰酸酯-伯胺形成聚脲。,252.14572004407407,95.27024262999537,2.3026928901672363,,False,target_out_of_window,rejected_by_harness,"Imported from scored proposal eval; source_context=expanded_inventory_replacement_eval; surrogate evidence only, not real DSC.",True,True,True,True,True,57.14572004407407,False,True,False,1.087391225180346e-05,True
functional_group_replacement_a82b83af5ca1,functional_group_replacement,predicted,195.0,5.0,Cc1ccc(N=C=O)cc1N=C=O|Nc1ccc(-c2ccc(N)c(N)c2)c(N)c1,0.35000:0.65000,expanded_inventory_replacement_eval,trail/generation/vae_replacement_strategy.py,2026-06-06,functional_group_replacement_proposal_eval_bridge,"Generate an auditable SMP formulation with strategy=functional_group_replacement, target_tg_c=195, target_window_c=5; proposal must retain chemistry evidence and pass predictor/Harness before recommendation.",fd006f31928a4868,,trail/generation/generation_strategy_registry.yaml|reports/human_experiment_review_queue.md,proposal evaluation bridge; records scored replacement/local-search proposals after predictor and Harness.,preserve_complementary_reactive_pair,异氰酸酯-伯胺形成聚脲。,"{""chemistry_ok"": true, ""counterpart_compatibility_reason"": ""异氰酸酯-伯胺形成聚脲。"", ""feedback_constraint"": ""preserve_complementary_reactive_pair"", ""formula_id"": 1, ""harness_pass"": false, ""original_smiles"": ""Nc1ccc(-c2ccc(N)c(C(F)(F)F)c2)c(C(F)(F)F)c1"", ""proposal_index"": 1, ""replace_side"": ""a"", ""replacement_label"": ""library_219"", ""replacement_smiles"": ""Nc1ccc(-c2ccc(N)c(N)c2)c(N)c1"", ""replacement_source"": ""library"", ""replacement_tanimoto"": 0.4705882352941176, ""source_candidate_tg_c"": 194.99681974863265, ""source_row_index"": 1, ""source_target_distance_c"": 0.003180251367354, ""target_ok"": false}",异氰酸酯-伯胺形成聚脲。,129.25795962828568,112.79405643377795,4.269213676452637,,False,target_out_of_window,rejected_by_harness,"Imported from scored proposal eval; source_context=expanded_inventory_replacement_eval; surrogate evidence only, not real DSC.",True,True,True,True,True,65.74204037171432,False,True,False,1.948583081572786e-06,True
functional_group_replacement_6f6cfb9d4ac6,functional_group_replacement,predicted,195.0,5.0,Cc1ccc(N=C=O)cc1N=C=O|Nc1ccc(-c2ccc(N)cc2)cc1,0.35000:0.65000,expanded_inventory_replacement_eval,trail/generation/vae_replacement_strategy.py,2026-06-06,functional_group_replacement_proposal_eval_bridge,"Generate an auditable SMP formulation with strategy=functional_group_replacement, target_tg_c=195, target_window_c=5; proposal must retain chemistry evidence and pass predictor/Harness before recommendation.",fd006f31928a4868,,trail/generation/generation_strategy_registry.yaml|reports/human_experiment_review_queue.md,proposal evaluation bridge; records scored replacement/local-search proposals after predictor and Harness.,preserve_complementary_reactive_pair,异氰酸酯-伯胺形成聚脲。,"{""chemistry_ok"": true, ""counterpart_compatibility_reason"": ""异氰酸酯-伯胺形成聚脲。"", ""feedback_constraint"": ""preserve_complementary_reactive_pair"", ""formula_id"": 2, ""harness_pass"": false, ""original_smiles"": ""Nc1ccc(-c2ccc(N)c(C(F)(F)F)c2)c(C(F)(F)F)c1"", ""proposal_index"": 2, ""replace_side"": ""a"", ""replacement_label"": ""library_150"", ""replacement_smiles"": ""Nc1ccc(-c2ccc(N)cc2)cc1"", ""replacement_source"": ""library"", ""replacement_tanimoto"": 0.3, ""source_candidate_tg_c"": 194.99681974863265, ""source_row_index"": 2, ""source_target_distance_c"": 0.003180251367354, ""target_ok"": false}",异氰酸酯-伯胺形成聚脲。,123.34281875252908,101.746858789936,1.8799673318862915,,False,target_out_of_window,rejected_by_harness,"Imported from scored proposal eval; source_context=expanded_inventory_replacement_eval; surrogate evidence only, not real DSC.",True,True,True,True,True,71.65718124747092,False,True,False,5.969477493002756e-07,True
functional_group_replacement_2d27fde45f3d,functional_group_replacement,predicted,195.0,5.0,Cc1ccc(N=C=O)cc1N=C=O|Nc1ccc(C(c2ccc(N)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.35000:0.65000,expanded_inventory_replacement_eval,trail/generation/vae_replacement_strategy.py,2026-06-06,functional_group_replacement_proposal_eval_bridge,"Generate an auditable SMP formulation with strategy=functional_group_replacement, target_tg_c=195, target_window_c=5; proposal must retain chemistry evidence and pass predictor/Harness before recommendation.",fd006f31928a4868,,trail/generation/generation_strategy_registry.yaml|reports/human_experiment_review_queue.md,proposal evaluation bridge; records scored replacement/local-search proposals after predictor and Harness.,preserve_complementary_reactive_pair,异氰酸酯-伯胺形成聚脲。,"{""chemistry_ok"": true, ""counterpart_compatibility_reason"": ""异氰酸酯-伯胺形成聚脲。"", ""feedback_constraint"": ""preserve_complementary_reactive_pair"", ""formula_id"": 3, ""harness_pass"": false, ""original_smiles"": ""Nc1ccc(-c2ccc(N)c(C(F)(F)F)c2)c(C(F)(F)F)c1"", ""proposal_index"": 3, ""replace_side"": ""a"", ""replacement_label"": ""generated_diamine_fluorinated_core"", ""replacement_smiles"": ""Nc1ccc(C(c2ccc(N)cc2)(C(F)(F)F)C(F)(F)F)cc1"", ""replacement_source"": ""generated"", ""replacement_tanimoto"": 0.2777777777777778, ""source_candidate_tg_c"": 194.99681974863265, ""source_row_index"": 3, ""source_target_distance_c"": 0.003180251367354, ""target_ok"": false}",异氰酸酯-伯胺形成聚脲。,228.71254104335208,108.96839191341438,2.664006233215332,,False,target_out_of_window,rejected_by_harness,"Imported from scored proposal eval; source_context=expanded_inventory_replacement_eval; surrogate evidence only, not real DSC.",True,True,True,True,True,33.712541043352076,False,True,False,0.001179684547737121,True
functional_group_replacement_85919e52fc99,functional_group_replacement,predicted,195.0,5.0,Cc1ccc(N=C=O)cc1N=C=O|Nc1ccc2nc(-c3ccc(F)cc3)oc2c1,0.35000:0.65000,expanded_inventory_replacement_eval,trail/generation/vae_replacement_strategy.py,2026-06-06,functional_group_replacement_proposal_eval_bridge,"Generate an auditable SMP formulation with strategy=functional_group_replacement, target_tg_c=195, target_window_c=5; proposal must retain chemistry evidence and pass predictor/Harness before recommendation.",fd006f31928a4868,,trail/generation/generation_strategy_registry.yaml|reports/human_experiment_review_queue.md,proposal evaluation bridge; records scored replacement/local-search proposals after predictor and Harness.,preserve_complementary_reactive_pair,异氰酸酯-伯胺形成聚脲。,"{""chemistry_ok"": true, ""counterpart_compatibility_reason"": ""异氰酸酯-伯胺形成聚脲。"", ""feedback_constraint"": ""preserve_complementary_reactive_pair"", ""formula_id"": 4, ""harness_pass"": false, ""original_smiles"": ""Nc1ccc(-c2ccc(N)c(C(F)(F)F)c2)c(C(F)(F)F)c1"", ""proposal_index"": 4, ""replace_side"": ""a"", ""replacement_label"": ""chembl_scan_451"", ""replacement_smiles"": ""Nc1ccc2nc(-c3ccc(F)cc3)oc2c1"", ""replacement_source"": ""chembl"", ""replacement_tanimoto"": 0.2553191489361702, ""source_candidate_tg_c"": 194.99681974863265, ""source_row_index"": 4, ""source_target_distance_c"": 0.003180251367354, ""target_ok"": false}",异氰酸酯-伯胺形成聚脲。,106.70989766962218,123.47246548239217,2.7943310737609863,,False,target_out_of_window,rejected_by_harness,"Imported from scored proposal eval; source_context=expanded_inventory_replacement_eval; surrogate evidence only, not real DSC.",True,True,True,True,True,88.29010233037782,False,True,False,2.1439722025089244e-08,True
functional_group_replacement_484f5fb19522,functional_group_replacement,predicted,195.0,5.0,CC(C)(C)c1cc(N=C=O)ccc1N=C=O|Nc1ccc(-c2ccc(N)c(C(F)(F)F)c2)c(C(F)(F)F)c1,0.35000:0.65000,expanded_inventory_replacement_eval,trail/generation/vae_replacement_strategy.py,2026-06-06,functional_group_replacement_proposal_eval_bridge,"Generate an auditable SMP formulation with strategy=functional_group_replacement, target_tg_c=195, target_window_c=5; proposal must retain chemistry evidence and pass predictor/Harness before recommendation.",fd006f31928a4868,,trail/generation/generation_strategy_registry.yaml|reports/human_experiment_review_queue.md,proposal evaluation bridge; records scored replacement/local-search proposals after predictor and Harness.,preserve_complementary_reactive_pair,异氰酸酯-伯胺形成聚脲。,"{""chemistry_ok"": true, ""counterpart_compatibility_reason"": ""异氰酸酯-伯胺形成聚脲。"", ""feedback_constraint"": ""preserve_complementary_reactive_pair"", ""formula_id"": 5, ""harness_pass"": false, ""original_smiles"": ""Cc1ccc(N=C=O)cc1N=C=O"", ""proposal_index"": 5, ""replace_side"": ""b"", ""replacement_label"": ""template_diisocyanate_tbutyl_phenyl"", ""replacement_smiles"": ""CC(C)(C)c1cc(N=C=O)ccc1N=C=O"", ""replacement_source"": ""literature_template"", ""replacement_tanimoto"": 0.5454545454545454, ""source_candidate_tg_c"": 194.99681974863265, ""source_row_index"": 5, ""source_target_distance_c"": 0.003180251367354, ""target_ok"": false}",异氰酸酯-伯胺形成聚脲。,233.2321584222776,115.4868586110606,2.6959986686706543,,False,target_out_of_window,rejected_by_harness,"Imported from scored proposal eval; source_context=expanded_inventory_replacement_eval; surrogate evidence only, not real DSC.",True,True,True,True,True,38.23215842227759,False,True,False,0.0004777458390011656,True
functional_group_replacement_5af1694d40b3,functional_group_replacement,predicted,195.0,5.0,Cc1ccc(N=C=O)cc1|Nc1ccc(-c2ccc(N)c(C(F)(F)F)c2)c(C(F)(F)F)c1,0.35000:0.65000,expanded_inventory_replacement_eval,trail/generation/vae_replacement_strategy.py,2026-06-06,functional_group_replacement_proposal_eval_bridge,"Generate an auditable SMP formulation with strategy=functional_group_replacement, target_tg_c=195, target_window_c=5; proposal must retain chemistry evidence and pass predictor/Harness before recommendation.",fd006f31928a4868,,trail/generation/generation_strategy_registry.yaml|reports/human_experiment_review_queue.md,proposal evaluation bridge; records scored replacement/local-search proposals after predictor and Harness.,preserve_complementary_reactive_pair,异氰酸酯-伯胺形成聚脲。,"{""chemistry_ok"": true, ""counterpart_compatibility_reason"": ""异氰酸酯-伯胺形成聚脲。"", ""feedback_constraint"": ""preserve_complementary_reactive_pair"", ""formula_id"": 6, ""harness_pass"": false, ""original_smiles"": ""Cc1ccc(N=C=O)cc1N=C=O"", ""proposal_index"": 6, ""replace_side"": ""b"", ""replacement_label"": ""template_isocyanate_tolyl"", ""replacement_smiles"": ""Cc1ccc(N=C=O)cc1"", ""replacement_source"": ""literature_template"", ""replacement_tanimoto"": 0.5357142857142857, ""source_candidate_tg_c"": 194.99681974863265, ""source_row_index"": 6, ""source_target_distance_c"": 0.003180251367354, ""target_ok"": false}",异氰酸酯-伯胺形成聚脲。,150.17875777158426,136.88678761475057,3.771756887435913,,False,target_out_of_window,rejected_by_harness,"Imported from scored proposal eval; source_context=expanded_inventory_replacement_eval; surrogate evidence only, not real DSC.",True,True,True,True,True,44.82124222841574,False,True,False,0.00012790171434424967,True
functional_group_replacement_802fd2cf7fad,functional_group_replacement,harnessed,195.0,5.0,Nc1ccc(-c2ccc(N)c(C(F)(F)F)c2)c(C(F)(F)F)c1|O=C=Nc1ccc(N=C=O)cc1,0.65000:0.35000,expanded_inventory_replacement_eval,trail/generation/vae_replacement_strategy.py,2026-06-06,functional_group_replacement_proposal_eval_bridge,"Generate an auditable SMP formulation with strategy=functional_group_replacement, target_tg_c=195, target_window_c=5; proposal must retain chemistry evidence and pass predictor/Harness before recommendation.",fd006f31928a4868,,trail/generation/generation_strategy_registry.yaml|reports/human_experiment_review_queue.md,proposal evaluation bridge; records scored replacement/local-search proposals after predictor and Harness.,preserve_complementary_reactive_pair,异氰酸酯-伯胺形成聚脲。,"{""chemistry_ok"": true, ""counterpart_compatibility_reason"": ""异氰酸酯-伯胺形成聚脲。"", ""feedback_constraint"": ""preserve_complementary_reactive_pair"", ""formula_id"": 7, ""harness_pass"": true, ""original_smiles"": ""Cc1ccc(N=C=O)cc1N=C=O"", ""proposal_index"": 7, ""replace_side"": ""b"", ""replacement_label"": ""generated_diisocyanate_ppdi"", ""replacement_smiles"": ""O=C=Nc1ccc(N=C=O)cc1"", ""replacement_source"": ""generated"", ""replacement_tanimoto"": 0.52, ""source_candidate_tg_c"": 194.99681974863265, ""source_row_index"": 7, ""source_target_distance_c"": 0.003180251367354, ""target_ok"": true}",异氰酸酯-伯胺形成聚脲。,193.5256321247264,132.78311968723563,3.3007805347442627,,False,,needs_review,"Imported from scored proposal eval; source_context=expanded_inventory_replacement_eval; surrogate evidence only, not real DSC.",True,True,True,True,True,1.4743678752736002,True,True,True,0.7446257207813882,True
functional_group_replacement_12c809a40e10,functional_group_replacement,predicted,195.0,5.0,Nc1ccc(-c2ccc(N)c(C(F)(F)F)c2)c(C(F)(F)F)c1|O=C=Nc1cccc(N=C=O)c1,0.65000:0.35000,expanded_inventory_replacement_eval,trail/generation/vae_replacement_strategy.py,2026-06-06,functional_group_replacement_proposal_eval_bridge,"Generate an auditable SMP formulation with strategy=functional_group_replacement, target_tg_c=195, target_window_c=5; proposal must retain chemistry evidence and pass predictor/Harness before recommendation.",fd006f31928a4868,,trail/generation/generation_strategy_registry.yaml|reports/human_experiment_review_queue.md,proposal evaluation bridge; records scored replacement/local-search proposals after predictor and Harness.,preserve_complementary_reactive_pair,异氰酸酯-伯胺形成聚脲。,"{""chemistry_ok"": true, ""counterpart_compatibility_reason"": ""异氰酸酯-伯胺形成聚脲。"", ""feedback_constraint"": ""preserve_complementary_reactive_pair"", ""formula_id"": 8, ""harness_pass"": false, ""original_smiles"": ""Cc1ccc(N=C=O)cc1N=C=O"", ""proposal_index"": 8, ""replace_side"": ""b"", ""replacement_label"": ""template_diisocyanate_metaphenylene"", ""replacement_smiles"": ""O=C=Nc1cccc(N=C=O)c1"", ""replacement_source"": ""literature_template"", ""replacement_tanimoto"": 0.5, ""source_candidate_tg_c"": 194.99681974863265, ""source_row_index"": 8, ""source_target_distance_c"": 0.003180251367354, ""target_ok"": false}",异氰酸酯-伯胺形成聚脲。,185.79682124357893,134.4457353832901,3.3585622310638428,,False,target_out_of_window,rejected_by_harness,"Imported from scored proposal eval; source_context=expanded_inventory_replacement_eval; surrogate evidence only, not real DSC.",True,True,True,True,True,9.203178756421067,False,True,False,0.1587164898129067,True
functional_group_replacement_874ef0dc1fe9,functional_group_replacement,predicted,195.0,5.0,CC(C)(c1ccc(N=C=O)cc1)c1ccc(N=C=O)cc1|Nc1ccc(-c2ccc(N)c(C(F)(F)F)c2)c(C(F)(F)F)c1,0.35000:0.65000,expanded_inventory_replacement_eval,trail/generation/vae_replacement_strategy.py,2026-06-06,functional_group_replacement_proposal_eval_bridge,"Generate an auditable SMP formulation with strategy=functional_group_replacement, target_tg_c=195, target_window_c=5; proposal must retain chemistry evidence and pass predictor/Harness before recommendation.",fd006f31928a4868,,trail/generation/generation_strategy_registry.yaml|reports/human_experiment_review_queue.md,proposal evaluation bridge; records scored replacement/local-search proposals after predictor and Harness.,preserve_complementary_reactive_pair,异氰酸酯-伯胺形成聚脲。,"{""chemistry_ok"": true, ""counterpart_compatibility_reason"": ""异氰酸酯-伯胺形成聚脲。"", ""feedback_constraint"": ""preserve_complementary_reactive_pair"", ""formula_id"": 9, ""harness_pass"": false, ""original_smiles"": ""Cc1ccc(N=C=O)cc1N=C=O"", ""proposal_index"": 9, ""replace_side"": ""b"", ""replacement_label"": ""template_diisocyanate_bpa_core"", ""replacement_smiles"": ""CC(C)(c1ccc(N=C=O)cc1)c1ccc(N=C=O)cc1"", ""replacement_source"": ""literature_template"", ""replacement_tanimoto"": 0.4375, ""source_candidate_tg_c"": 194.99681974863265, ""source_row_index"": 9, ""source_target_distance_c"": 0.003180251367354, ""target_ok"": false}",异氰酸酯-伯胺形成聚脲。,153.61234177211304,136.188801607262,5.97313928604126,,False,target_out_of_window,rejected_by_harness,"Imported from scored proposal eval; source_context=expanded_inventory_replacement_eval; surrogate evidence only, not real DSC.",True,True,True,True,True,41.38765822788696,False,True,False,0.00025416379271199404,True
